" Movie Title"," Distributor"," Gross"," Release"
"Avatar","Fox","$83,498,193","1/15"
"Benvenuti al Sud","Medusa","$43,015,634","10/1"
"Alice in Wonderland (2010)","Disney","$39,952,697","3/3"
"La banda dei babbi natale","Medusa","$29,125,119","12/17"
"Natale in Sud Africa","Filmauro","$24,898,572","12/17"
"Harry Potter and the Deathly Hallows (Part One)","WB","$23,988,197","11/19"
"Shrek Forever After","UIP","$23,451,561","8/25"
"Io, Loro e Lara","Warner Bros.","$21,347,896","1/5"
"The Twilight Saga: Eclipse","Eagle","$20,711,944","6/30"
"Toy Story 3","Disney","$18,855,881","7/7"
"Maschi contro femmine","01 Dist.","$18,452,860","10/27"
"Despicable Me","UIP","$17,064,781","10/15"
"Inception","Warner Bros.","$15,459,083","9/24"
"The Tourist","01 Dist.","$15,372,649","12/17"
"Robin Hood","UIP","$14,676,791","5/12"
"Tangled","Disney","$14,670,362","11/26"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","Fox","$14,235,348","12/17"
"Baciami ancora (Kiss Me Again)","Medusa","$12,373,612","1/29"
"Genitori & figli. Agitare bene prima dell'uso","Filmauro","$11,455,266","2/26"
"Mine vaganti (Loose Cannons)","01 Dist.","$10,994,715","3/12"
"A Natale mi sposo","Medusa","$10,583,880","11/26"
"Clash of the Titans (2010)","Warner Bros.","$10,275,464","4/16"
"Iron Man 2","PPI","$9,979,666","4/30"
"Megamind","UPI","$9,751,231","12/17"
"The Sorcerer's Apprentice","Disney","$9,571,490","8/18"
"Shutter Island","Medusa","$9,434,156","3/5"
"Step Up 3-D","Eagle","$9,282,511","10/8"
"Scusa ma ti voglio sposare","Medusa","$9,217,837","2/12"
"Paranormal Activity","Filmauro","$9,153,419","2/5"
"La prima cosa bella","Medusa","$9,115,665","1/15"
"Invictus","Warner Bros.","$9,063,387","2/26"
"Prince of Persia: The Sands of Time","Disney","$8,912,558","5/19"
"Tron Legacy","Disney","$8,199,698","12/29"
"Alvin and the Chipmunks: The
Squeakquel","Fox","$8,197,134","1/29"
