" Movie Title"," Distributor"," Gross"," Release"
"Transformers 3","UIP","$9,705,898","6/29"
"King Naresuan: Part Three","Mongkol Major","$6,790,020","3/31"
"Harry Potter and the Deathly Hallows (Part Two)","WB","$6,706,798","7/14"
"Fast Five","UIP","$4,793,134","5/5"
"King Naresuan 4","Mongkol Films","$4,441,109","8/11"
"Ladda Land","GMM Tai Hub","$3,877,740","4/28"
"Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$3,576,731","5/19"
"The Twilight Saga: Breaking Dawn Part 1","Mongkol Major","$3,379,701","12/1"
"Mission: Impossible - Ghost Protocol","UIP","$3,305,463","12/15"
"SuckSeed: Huay Khan Thep","GMM Tai Hub","$2,600,673","3/17"
"Sor.Kor.Sor.Sweety (Sweety Movie)","n/a","$2,587,395","12/29"
"Captain America: The First Avenger","UIP","$2,484,526","7/28"
"X-Men: First Class","Fox","$2,435,502","6/2"
"30 Kam Lung Jaew","n/a","$2,363,012","11/3"
"Thor","UIP","$2,316,493","4/28"
"30+ Single on Sale","Mongkol Films","$2,310,687","10/13"
"Johnny English Reborn","UIP","$2,253,727","9/15"
"Kung Fu Panda 2","UIP","$2,200,837","5/26"
"Teng Nong Jeevornbin","Mongkol Films","$2,177,326","2/3"
"Real Steel","Disney","$2,175,436","12/29"
"Battle: Los Angeles","Sony","$1,832,494","4/13"
"Final Destination 5","WB","$1,643,296","8/18"
"Rise of the Planet of the Apes","Fox","$1,613,428","8/4"
"I Am Number Four","Disney","$1,594,882","2/17"
"Love Julinsee (Ruk Man Yai Mak)","n/a","$1,515,045","3/3"
"Pum Puang (The Moon)","Mongkol Films","$1,485,095","7/22"
"Immortals","Mongkol Major","$1,480,663","12/8"
"In Time","Fox","$1,301,835","10/27"
"Sherlock Holmes: A Game of Shadows","WB","$1,301,554","12/22"
"Wairoon Phanlan (Top Secret)","GMM Tai Hub","$1,279,729","10/20"
"Green Lantern","WB","$1,279,389","6/16"
"The Three Musketeers (2011)","Mongkol Major","$1,247,502","9/29"
"Hor Taew Tak Hake-Kra-Jerng 2 (Oh My Ghosts! 2)","Phranakorn","$1,131,346","1/6"
"Source Code","Mongkol Major","$1,026,115","4/6"
"Cowboys & Aliens","UIP","$1,024,934","8/25"
"Cars 2","Disney","$965,299","9/29"
"The Green Hornet","Sony","$942,147","2/3"
"Super 8","UIP","$906,045","6/9"
"Priest","Sony","$895,467","5/12"
"Puss in Boots","UIP","$875,472","11/24"
"U-Mong Pha Muang (The Outrage)","Mongkol Films","$864,782","9/8"
"The Hangover Part II","WB","$852,818","5/26"
"Tangled","Disney","$847,852","3/3"
"Hazard (2011)","Five Star","$828,208","4/6"
"Jakkalan","Mongkol Films","$802,456","4/28"
"3D Sex and Zen: Extreme Ecstasy","M","$799,441","6/9"
