" Movie Title"," Distributor"," Gross"," Release"
"Spider-Man 3","n/a","$9,142,143","5/1"
"Transformers","n/a","$5,808,393","6/28"
"Harry Potter and the Order of the Phoenix","n/a","$4,704,425","7/11"
"One More Chance","n/a","$3,684,908","11/14"
"Pirates of the Caribbean: At World's End","n/a","$3,379,807","5/23"
"A Love Story (2007)","n/a","$3,121,563","8/15"
"Fantastic Four: Rise of the Silver Surfer","n/a","$3,039,094","6/13"
"Shrek the Third","n/a","$2,308,555","5/18"
"Ouija (2007)","n/a","$2,094,108","7/25"
"Live Free or Die Hard","n/a","$2,093,181","7/4"
"Rush Hour 3","n/a","$1,797,878","8/8"
"Ghost Rider","n/a","$1,792,072","2/14"
"Cute ng ina mo, Ang","n/a","$1,730,110","4/7"
"300","n/a","$1,671,166","3/7"
"Night at the Museum","n/a","$1,661,611","1/24"
"Beowulf","n/a","$1,616,173","11/14"
"Paano kita Iibigin","n/a","$1,522,736","5/30"
"Ratatouille","n/a","$1,429,565","7/25"
"The Golden Compass","n/a","$1,384,067","12/5"
"Apat dapat, dapat apat: Friends 4 lyf and death","n/a","$1,299,625","10/10"
"The Bourne Ultimatum","n/a","$1,253,643","8/15"
"Resident Evil: Extinction","n/a","$1,164,828","9/26"
"Enchanted","n/a","$1,129,931","11/21"
"Eragon","n/a","$1,102,747","1/8"
"Ocean's Thirteen","n/a","$984,536","6/6"
"I've Fallen for You","n/a","$833,011","9/26"
"WAR","n/a","$766,966","9/12"
"The Simpsons Movie","n/a","$738,335","7/25"
"Evan Almighty","n/a","$736,314","8/22"
"Pasukob","n/a","$729,276","11/28"
"Stardust","n/a","$719,423","10/10"
"Hitman","n/a","$652,627","11/21"
"I Now Pronounce You Chuck and Larry","n/a","$545,971","9/19"
"Mr. Bean's Holiday","n/a","$538,965","5/30"
"Shooter","n/a","$515,699","4/18"
"Hide and Seek (2007)","n/a","$505,062","10/31"
"The Game Plan","n/a","$476,739","11/7"
"TMNT","n/a","$461,160","3/28"
"The Seeker: The Dark Is Rising","n/a","$459,281","10/17"
"Tiyanaks","n/a","$456,463","7/4"
"1408","n/a","$433,277","8/29"
"The Reaping","n/a","$433,058","4/7"
"The Kingdom","n/a","$432,829","11/28"
"Pathfinder: Legend of the Ghost Warrior","n/a","$422,328","3/14"
"Underdog","n/a","$392,287","9/12"
"30 Days of Night","n/a","$389,650","10/31"
"No Reservations","n/a","$386,380","9/26"
"Batanes","n/a","$380,570","12/5"
"My Kuya's Wedding","n/a","$374,039","8/29"
"Epic Movie","n/a","$347,359","2/21"
"Next","Sky Jemah","$346,897","6/20"
"Apocalypto","n/a","$339,208","1/31"
"Silip (Peep)","n/a","$323,465","6/6"
"Wild Hogs","n/a","$319,113","4/18"
"The Invasion","n/a","$308,126","8/29"
"28 Weeks Later","n/a","$303,977","5/9"
"Norbit","n/a","$303,357","3/21"
"Sunshine","n/a","$302,580","4/7"
"Surf's Up","n/a","$278,987","8/15"
"Balls of Fury","n/a","$275,199","10/31"
"The Pursuit of Happyness","n/a","$272,520","3/7"
"Perfect Stranger","n/a","$260,736","4/18"
"License to Wed","n/a","$256,986","8/1"
"The Holiday","n/a","$249,735","2/7"
"The Brave One","n/a","$241,409","9/12"
"Disturbia","n/a","$237,146","9/5"
"Vacancy","n/a","$229,992","7/18"
"Premonition","n/a","$198,532","3/21"
"Turistas","n/a","$198,521","3/21"
"Meet the Robinsons","n/a","$187,368","6/6"
"Halloween (2007)","n/a","$177,451","10/31"
"Elizabeth: The Golden Age","n/a","$177,176","12/12"
"Hairspray (2007)","n/a","$175,982","8/22"
"The Number 23","n/a","$169,206","2/23"
"Lions for Lambs","n/a","$163,736","11/7"
"The Invisible","n/a","$162,120","6/20"
"Because I Said So","n/a","$162,077","3/14"
"Rise: Blood Hunter","n/a","$157,981","8/15"
"Rocky Balboa","n/a","$156,915","3/28"
"Blades of Glory","n/a","$153,677","8/8"
"Dreamgirls","n/a","$151,560","3/14"
"Charlotte's Web","n/a","$148,656","1/31"
"Angels","n/a","$138,431","6/20"
"Whisper","n/a","$136,830","5/16"
"Dnevnoy dozor (Day Watch)","n/a","$130,993","9/5"
"Skinwalkers","n/a","$130,384","9/5"
"Nancy Drew","n/a","$129,087","9/5"
"The Hills Have Eyes 2","n/a","$121,639","4/18"
"The Good Shepherd","n/a","$119,004","3/7"
"Nihon chinbotsu (Sinking of Japan)","n/a","$118,376","8/1"
"Kung Fu Fighter","n/a","$118,303","10/10"
"Unrest","n/a","$117,757","10/24"
"I Know Who Killed Me","n/a","$115,064","9/12"
"Flushed Away","n/a","$112,693","2/28"
"Firehouse Dog","n/a","$110,113","4/25"
"Shoot 'Em Up","n/a","$109,607","9/19"
"Grindhouse: Planet Terror","n/a","$109,160","7/18"
"Bordertown","n/a","$108,105","6/6"
"Butterfly on a Wheel","n/a","$108,065","10/24"
"The Condemned","n/a","$107,199","5/9"
"Fracture","n/a","$105,418","5/16"
