" Movie Title"," Distributor"," Gross"," Release"
"Cars 2","Disney","$11,996,480","6/30"
"Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$11,696,923","5/19"
"Harry Potter and the Deathly Hallows (Part Two)","WB","$10,955,123","7/14"
"Puss in Boots","UIP","$9,807,791","12/8"
"Rio","Fox","$9,439,638","4/7"
"Kung Fu Panda 2","PPI","$9,213,725","6/9"
"Tangled","Disney","$8,228,969","1/6"
"Transformers 3","PPI","$8,108,505","6/30"
"The Smurfs","Sony","$7,984,831","8/4"
"Fast Five","UPI","$6,337,752","5/5"
"The Twilight Saga: Breaking Dawn Part 1","Alfa","$5,370,093","11/17"
"Un cuento chino","Disney","$4,416,901","3/24"
"Little Fockers","UPI","$3,982,943","1/6"
"Midnight in Paris","n/a","$3,798,197","6/30"
"Captain America: The First Avenger","PPI","$3,537,279","7/28"
"Real Steel","Disney","$3,407,910","10/6"
"Paranormal Activity 3","PPI","$3,335,766","10/20"
"The Lion King (in 3D)","Disney","$3,132,704","10/6"
"The Rite","WB","$3,125,253","2/10"
"Final Destination 5","WB","$2,991,418","9/1"
"The Hangover Part II","WB","$2,808,879","5/26"
"The King's Speech","n/a","$2,649,964","2/10"
"Rise of the Planet of the Apes","Fox","$2,522,185","8/18"
"Thor","PPI","$2,399,738","4/28"
"Mr. Popper's Penguins","Fox","$2,391,488","7/21"
"Rango","PPI","$2,387,583","3/3"
"Green Lantern","WB","$2,346,778","8/11"
"Yogi Bear","WB","$2,295,065","1/27"
"Gulliver's Travels","Fox","$2,273,857","1/20"
"X-Men: First Class","Fox","$2,137,060","6/2"
"Black Swan","Fox","$1,967,697","2/17"
"Viudas (Windows)","Disney","$1,915,885","8/18"
"The Tourist","Sony","$1,585,724","1/20"
"Contagion","WB","$1,512,020","10/27"
"Mi primera boda (My First Wedding)","Disney","$1,506,769","9/1"
"No Strings Attached","PPI","$1,366,277","2/24"
"Sammy's Adventures: The Secret Passage","n/a","$1,353,290","2/10"
"Hereafter","WB","$1,273,818","1/6"
"Source Code","n/a","$1,271,291","6/23"
"Super 8","PPI","$1,229,616","8/4"
"Horrible Bosses","WB","$1,203,002","8/25"
"Happy Feet Two","WB","$1,180,054","11/24"
"The Three Musketeers (2011)","Alfa","$1,166,031","10/27"
"El cruce de Los Andes","Distribution","$1,127,764","4/7"
"Abduction","Alfa","$1,120,428","9/22"
"Mars Needs Moms","Disney","$1,064,388","3/24"
"Marziano's","Fox","$1,063,465","4/14"
"I Am Number Four","WB","$1,029,710","2/17"
"Drive Angry","WB","$1,006,202","3/3"
"New Year's Eve","WB","$991,663","12/8"
"Battle: Los Angeles","Sony","$987,555","3/10"
"Conan the Barbarian (2011)","Distribution","$956,302","9/29"
"Crazy, Stupid, Love.","WB","$937,831","7/28"
"Zookeeper","Sony","$907,936","9/29"
"Just Go With It","Sony","$904,659","4/21"
"Unknown","WB","$864,475","2/17"
"Season of the Witch","n/a","$847,437","3/31"
"Dolphin Tale","WB","$837,841","9/22"
"Killer Elite","Alfa","$835,825","10/13"
"In Time","Fox","$828,675","12/1"
